model,mse,r_squared,aic,bic
Basic Single-Stage,0.209614598666978,0.9453737235440256,-42.87439724549858,-40.07200248217427
Basic Two-Stage,0.2300542739380958,0.9400470747364953,-40.08307032384616,-37.28067556052185
Weber Single-Stage,0.21962752409410805,0.9427643211646406,-41.474530599288784,-38.672135835964475
Weber Two-Stage,0.26786602778163376,0.9301932032414859,-35.51793759787296,-32.71554283454865
Linear Regression,0.24100342551460865,0.9371936886422987,-38.688199475867776,-35.88580471254347
