range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,28.88466140860432,0.18878398651285933,,,0.26151615637845355,0.23502816576403177
medium,26.479420138404855,0.14659928967668068,,1.750000000000001,0.018870460318102758,0.23525030686203605
long,17.38687037267938,0.08420772958236133,,,0.32773297050763067,0.23502816576403165
