range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-261.9647012955019,0.07282856582413248,0.8113865083034032,0.07691932488003257,-0.020855999999999986
long,Combo_NonOracle,0.0,-255.37209143377365,0.07779167066266912,0.7848033844995137,0.08363293652044523,-0.047973742428404555
long,Combo_Oracle,0.0,-253.57107685667012,0.07920540253627163,0.7769106436139246,0.07128148489417543,-0.04851326346778425
long,EmpiricalLinear,2.0,-253.0662333796277,0.07648487012285615,0.791972712289386,0.08219546327765317,-0.04495568454307047
long,LLM(Combined),,,0.0,1.0,0.09610938840716861,-0.031055999999999973
medium,Combo_NonOracle,0.0,-182.54410393524694,0.15525366705343732,0.6233794246948794,0.0911106565182706,-0.028466412824540578
medium,Equal,0.0,-179.0901233644544,0.16082310601580677,0.5958736209350407,0.11492988194227519,-0.02843795918367348
medium,Combo_Oracle,0.0,-178.6806106239199,0.16149654382740142,0.5924820212337569,0.07877346791739974,-0.010366873229049531
medium,EmpiricalLinear,2.0,-178.438284907666,0.15542139832955787,0.6225652065841427,0.0932927934326117,-0.028463246088393138
medium,LLM(Combined),,,0.0,1.0,0.15315793904945818,0.007051836734693866
short,Combo_NonOracle,0.0,-209.73915111834205,0.12277627144486875,0.3035477347115093,0.06508865183479833,0.001742645549001462
short,EmpiricalLinear,2.0,-205.40393755871582,0.12318852473320961,0.29886284300754973,0.0639874753474903,-0.00037736554911563355
short,Equal,0.0,-203.19864917592406,0.13107488317751803,0.20621765847348006,0.0644588204980513,-0.01730599999999999
short,Combo_Oracle,0.0,-193.17362482354844,0.14489640382893565,0.02998670104611001,0.08447864831493103,0.05867279923225257
short,LLM(Combined),,,0.0,1.0,0.11873548138614673,-0.024055999999999994
