model,mse,r_squared,aic,bic
Basic Single-Stage,0.29544600090274137,0.9463481770126947,-32.57797436566594,-29.775579602341626
Basic Two-Stage,0.2969497660280489,0.9460750992249739,-32.425667746108715,-29.623272982784403
Weber Single-Stage,0.2426840431404531,0.9559295394602366,-38.47972385280742,-35.67732908948311
Weber Two-Stage,0.2583888919808242,0.9530776011451083,-36.59856876680231,-33.796174003478
Linear Regression,0.2756481938944929,0.9499433803117674,-34.65878774993904,-31.856392986614726
