model,mse,r_squared,aic,bic
Basic Single-Stage,0.0034964806040000207,0.9138324454453953,-165.67137191346475,-162.86897715014044
Basic Two-Stage,0.0034967833900297557,0.9138249835616641,-165.66877484753402,-162.8663800842097
Weber Single-Stage,0.0033771421810070475,0.9167734313218631,-166.71288113570304,-163.91048637237873
Weber Two-Stage,0.003377652056202065,0.9167608659157709,-166.70835346907816,-163.90595870575385
Linear Regression,0.0032002326514822804,0.9211332042658673,-168.32658019280296,-165.52418542947865
