model,mse,r_squared,aic,bic
Basic Single-Stage,0.008347904000112054,0.7670663239206511,-139.56875018617995,-136.76635542285564
Basic Two-Stage,0.008364916819469017,0.7665916109204491,-139.5076804609982,-136.70528569767387
Weber Single-Stage,0.00845715649757601,0.7640178238594636,-139.17872111592092,-136.3763263525966
Weber Two-Stage,0.008457517789612075,0.7640077426364288,-139.17743968661637,-136.37504492329205
Linear Regression,0.006763520496228695,0.8112757774402504,-145.88191699867843,-143.07952223535412
