model,mse,r_squared,aic,bic
Basic Single-Stage,2.4165936489888873,0.8070820637024773,30.47078138008123,33.27317614340554
Basic Two-Stage,2.4168633798731176,0.8070605309447614,30.474129676399453,33.276524439723765
Weber Single-Stage,0.7637896991175368,0.939026268408546,-4.08384444147547,-1.2814496781511595
Weber Two-Stage,0.7638159939282184,0.9390241692800416,-4.08281165756882,-1.2804168942445093
Linear Regression,0.7471943792240986,0.9403510814847447,-4.742857286256488,-1.9404625229321768
