range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.5973646772505077,0.4026353227494923
short,1,0.9988296318489944,0.0011703681510055741
short,2,0.10074191397132377,0.8992580860286762
short,3,0.23001938811180755,0.7699806118881924
short,4,0.6937212863705973,0.30627871362940273
short,5,0.0774686477719946,0.9225313522280054
short,6,0.018360652298097614,0.9816393477019024
short,7,0.6426198679766317,0.35738013202336827
short,8,0.4257717101839197,0.5742282898160803
short,9,0.5894513300628991,0.41054866993710093
medium,0,0.4309257699574332,0.5690742300425669
medium,1,0.5394494447076156,0.4605505552923844
medium,2,0.582701062215478,0.417298937784522
medium,3,0.8935415188076647,0.10645848119233525
medium,4,0.27462643261279573,0.7253735673872043
medium,5,0.2575162204148771,0.7424837795851229
medium,6,0.15000000000000002,0.85
medium,7,0.2762015055008681,0.7237984944991319
medium,8,0.024024024024024062,0.975975975975976
medium,9,0.2874845105328374,0.7125154894671626
long,0,0.802405498281787,0.19759450171821302
long,1,0.41819464033850506,0.5818053596614949
long,2,0.3902439024390241,0.6097560975609759
long,3,0.4193989071038251,0.5806010928961749
long,4,0.4300911854103343,0.5699088145896657
long,5,0.8283752860411897,0.1716247139588103
long,6,0.06045751633986925,0.9395424836601307
long,7,0.511111111111111,0.48888888888888904
long,8,0.6093749999999998,0.3906250000000002
long,9,0.3511759935117599,0.6488240064882401
