range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.5934059637252246,0.4065940362747754
short,1,0.9061710088036737,0.09382899119632626
short,2,0.8355769503927919,0.1644230496072081
short,3,0.6027855524057116,0.39721444759428837
short,4,0.9679982722916972,0.032001727708302785
short,5,0.9995137857020248,0.0004862142979752404
short,6,0.2670019374529977,0.7329980625470023
short,7,0.5479422450377592,0.45205775496224077
short,8,0.8154710244268158,0.18452897557318415
short,9,0.7391482319773481,0.26085176802265186
medium,0,0.0735087395368582,0.9264912604631418
medium,1,0.6241148890004272,0.3758851109995728
medium,2,0.41651834365863233,0.5834816563413676
medium,3,0.9910745114659063,0.008925488534093695
medium,4,0.08597168781572764,0.9140283121842724
medium,5,0.9997728529951042,0.0002271470048957891
medium,6,0.04435857002159858,0.9556414299784014
medium,7,0.899019140168571,0.10098085983142902
medium,8,0.5438159046689216,0.4561840953310784
medium,9,0.40348479564239437,0.5965152043576056
long,0,0.8529111873793435,0.14708881262065654
long,1,0.19356513402571987,0.8064348659742802
long,2,0.5366020864517835,0.46339791354821647
long,3,0.9521846191261523,0.047815380873847735
long,4,0.7211980544919651,0.27880194550803494
long,5,0.5240625437859044,0.47593745621409556
long,6,0.5631629297041387,0.4368370702958613
long,7,0.5607750415577827,0.4392249584422173
long,8,0.0818656710602118,0.9181343289397882
long,9,0.6124041602481296,0.3875958397518704
