range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,,0.11538734767373582,,,0.11127379041301884,0.30729471711359735
medium,43.66032208399489,0.07794188003135286,,,0.19704057910561457,0.217956842254054
long,41.57506148722032,0.020975203102064528,,,0.1263026446744587,0.21906490146470325
