model,mse,r_squared,aic,bic
Basic Single-Stage,0.002293767709136461,0.9118484668603534,-178.31370969964593,-175.5113149363216
Basic Two-Stage,0.001598705173561379,0.9385603382912842,-189.13807799719103,-186.33568323386672
Weber Single-Stage,0.0023614712326364045,0.909246560236721,-177.44141225997055,-174.63901749664623
Weber Two-Stage,0.0016135905485610378,0.9379882800909912,-188.8602165426356,-186.0578217793113
Linear Regression,0.0086179196075542,0.6688056847019946,-138.61386613136747,-135.81147136804316
