range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-291.0959156702977,0.05125412599968105,0.8678921652130945,0.09515836468139978,-0.08444090586816345
long,Equal,0.0,-277.91921358537206,0.06208864630510155,0.8061368377222009,0.08406083832558414,-0.07725599999999998
long,Bayes(stimulus),0.0,-274.1041547000212,0.06450312884575812,0.7907658962315378,0.11896455589665562,-0.10984034836158753
long,Bayes(range),0.0,-267.4657168129222,0.06893045589419657,0.7610576052804313,0.07012498906775831,-0.062129114807928876
long,LLM(Combined),,,0.0,1.0,0.11310946264570439,-0.08585599999999999
medium,Equal,0.0,-305.4786317569082,0.04713279113313788,0.9197898613518197,0.06353576662006999,-0.04097000000000001
medium,EmpiricalLinear,3.0,-293.0209936997678,0.050276880628255465,0.90873177622372,0.0925717440484828,-0.05140531256114275
medium,Bayes(stimulus),0.0,-266.7373514422757,0.06943435434806773,0.825926864394388,0.06810211657269344,-0.035620536456161665
medium,Bayes(range),0.0,-252.52055215035446,0.08004186076633787,0.7686778063641747,0.03522431565467075,0.002751890403257882
medium,LLM(Combined),,,0.0,1.0,0.0770558345616995,-0.052070000000000005
short,Bayes(stimulus),0.0,-260.5262283428513,0.07388375616435866,0.7511864783223209,0.04516880014356596,0.0265280232556097
short,Bayes(range),0.0,-252.523489137644,0.0800395099815818,0.7079986308583417,0.03977716695282745,0.023226903483220054
short,EmpiricalLinear,3.0,-251.85612941626283,0.07588309897712589,0.7375381638127875,0.04861775051606103,0.029064218429305965
short,Equal,0.0,-240.9676997903472,0.0898443097808648,0.6320767789033045,0.04705590866193108,0.030744000000000007
short,LLM(Combined),,,0.0,1.0,0.0847352968956857,0.03114400000000001
