model,mse,r_squared,aic,bic
Basic Single-Stage,0.01074683688015876,0.6413907030846999,-131.99152295319092,-129.1891281898666
Basic Two-Stage,0.010851386002652398,0.6379020219286868,-131.7011094528003,-128.89871468947598
Weber Single-Stage,0.007744079458740641,0.7415891837827752,-141.82092637418788,-139.01853161086356
Weber Two-Stage,0.007744229332122163,0.7415841826844451,-141.82034585619996,-139.01795109287565
Linear Regression,0.007340846954025137,0.7550445778323855,-143.42494518185313,-140.62255041852882
