model,mse,r_squared,aic,bic
Basic Single-Stage,0.0025027066666666676,0.952160857247425,-175.69948935518886,-172.89709459186454
Basic Two-Stage,0.002502986331435567,0.9521555114660035,-175.6961385335315,-172.89374377020718
Weber Single-Stage,0.0023444797354525704,0.9551853590200339,-177.65795959966908,-174.85556483634477
Weber Two-Stage,0.0023445825346484297,0.9551833940173146,-177.65664476916857,-174.85425000584425
Linear Regression,0.002344478450111723,0.9551853835892752,-177.65797603990322,-174.8555812765789
