model,mse,r_squared,aic,bic
Basic Single-Stage,0.003715204731263909,0.8521371708420258,-163.85157095062306,-161.04917618729874
Basic Two-Stage,0.0033969041105912476,0.8648053368516517,-166.53789426492438,-163.73549950160006
Weber Single-Stage,0.004112179186096644,0.8363378353434828,-160.80677074676703,-158.0043759834427
Weber Two-Stage,0.003621753708510919,0.8558564632125603,-164.61562548097658,-161.81323071765226
Linear Regression,0.008784219918388281,0.6503935306313926,-138.0405357277971,-135.2381409644728
