range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-66.36751046611796,0.5149553378692175,0.7860712237878982,0.40931400904440113,0.17520000000000002
long,EmpiricalLinear,3.0,-65.55996040094014,0.4888988781645239,0.807172860080138,0.35688488510210103,-0.005807060045805877
long,Bayes(range),0.0,-65.22082754284331,0.520894227835274,0.7811083635446094,0.3861617604116925,0.137217627700098
long,Bayes(stimulus),0.0,-34.31464788196821,0.7095342722045161,0.5938590000325659,0.5899179636077515,0.18325585407816086
long,LLM(Combined),,,0.0,1.0,0.5211535838886652,0.031199999999999905
medium,Bayes(range),0.0,-87.63044637341962,0.4163185928078538,0.8776482455168384,0.48208198167133937,0.044654873691853496
medium,Equal,0.0,-82.75524793061606,0.4371178330839409,0.8651174906341396,0.5592660368733292,0.08030000000000008
medium,Bayes(stimulus),0.0,-82.52050334352512,0.438145148848643,0.8644827429849762,0.46781273822946495,-0.014509749961449022
medium,EmpiricalLinear,3.0,-79.98876830857812,0.42320961324508133,0.8735643237181274,0.5197555414181434,-0.01895647885830525
medium,LLM(Combined),,,0.0,1.0,0.505943830874535,0.08670000000000008
short,Bayes(stimulus),0.0,-101.3665931517353,0.3628862221250604,0.9144891219144733,0.5420299402568358,-0.013907145349682213
short,EmpiricalLinear,3.0,-94.13295003865554,0.3673906702933677,0.9123530810348793,0.39908227521842426,0.01489353890410905
short,Equal,0.0,-91.48614290693014,0.4005721298967265,0.8958062025810457,0.40872186661591764,0.056455000000000026
short,Bayes(range),0.0,-85.38917999198175,0.42575475119077255,0.8822937798789628,0.40649482444011525,0.08022913476006903
short,LLM(Combined),,,0.0,1.0,0.5806810510082105,-0.1277699999999999
