model,mse,r_squared,aic,bic
Basic Single-Stage,1.7445292320999992,0.6628461140989808,20.694559343374145,23.496954106698457
Basic Two-Stage,1.7446118109371371,0.6628301546210185,20.69597938553581,23.498374148860123
Weber Single-Stage,1.747678481956075,0.6622374789399292,20.748666930849588,23.5510616941739
Weber Two-Stage,1.747844171079277,0.6622054572743067,20.751510952387505,23.553905715711817
Linear Regression,1.6723286330397786,0.6767998570856958,19.426529325353382,22.228924088677694
