range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-239.5141999377832,0.09115973337258208,0.19065702761537007,0.11484272856899584,-0.079467556042225
long,Combo_NonOracle,0.0,-237.2944865459058,0.09320584305648866,0.15391735737870105,0.10702351441782519,-0.0850272722413935
long,EmpiricalLinear,2.0,-231.45175023300104,0.09493930347272744,0.12215348400779946,0.12237646031611912,-0.07661466146540753
long,Combo_Oracle,0.0,-212.3221408142583,0.11964557978592137,-0.39418313415053596,0.08110895256631145,-0.04928458994743747
long,LLM(Combined),,,0.0,1.0,0.1216651593513936,-0.08987
medium,Equal,0.0,-227.70432608980528,0.10258708196507259,0.4641972315052969,0.10751059771289526,0.011622526763478334
medium,EmpiricalLinear,2.0,-226.2139465451479,0.10004457267992929,0.4904266968586495,0.1214357201096766,0.022054754750957594
medium,Combo_NonOracle,0.0,-213.6372341875553,0.11808242966488446,0.2901114668154797,0.08809595763750805,-0.008707781761314952
medium,Combo_Oracle,0.0,-198.44298336615694,0.13745896624979198,0.03802065586477732,0.08010367104143926,0.006222174999143066
medium,LLM(Combined),,,0.0,1.0,0.13344718430899918,0.03313
short,EmpiricalLinear,2.0,-248.512131420885,0.08004860115868752,0.5831170419665082,0.11908810702893277,0.10727019223404484
short,Equal,0.0,-242.88993598965698,0.08813378278907719,0.49465093168544383,0.10336861969765958,0.0893072919244101
short,Combo_NonOracle,0.0,-217.19049485114735,0.11396032145910123,0.15508313517295336,0.0802480638944304,0.054301221722217255
short,Combo_Oracle,0.0,-202.88468660151625,0.1314870559507189,-0.12479311810365945,0.0861854118698362,0.043062414948295276
short,LLM(Combined),,,0.0,1.0,0.15490861499606792,0.13247
