model,mse,r_squared,aic,bic
Basic Single-Stage,0.007178472179743358,0.7178816163344095,-144.09588233584245,-141.29348757251813
Basic Two-Stage,0.007495358474665697,0.7054277895185113,-142.8001373918669,-139.9977426285426
Weber Single-Stage,0.004813844136984587,0.8108129566934221,-156.08154813680963,-153.27915337348531
Weber Two-Stage,0.004698105883711225,0.8153615414234568,-156.81149077615473,-154.0090960128304
Linear Regression,0.004418839067900735,0.8263368995101281,-158.64955980597796,-155.84716504265364
