range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,39.73591092424851,0.17688977554407662,,,0.10786876325693485,0.24718809267831113
medium,39.68129626161832,0.12944958053863642,,,-0.07121334336439539,0.217956842254054
long,,0.19282543565953092,,,-0.02173927557202735,0.2389187464697126
