model,mse,r_squared,aic,bic
Basic Single-Stage,0.6767238756385879,0.8048242267224203,-7.71471428608927,-4.912319522764959
Basic Two-Stage,0.7478938064928448,0.784297913422947,-4.714788317851037,-1.9123935545267257
Weber Single-Stage,0.6384486901127229,0.8158632770667046,-9.461372014578538,-6.658977251254227
Weber Two-Stage,0.6512845126557004,0.812161262580936,-8.86421472235121,-6.0618199590268995
Linear Regression,0.6266427385177729,0.8192682636716883,-10.021312999016862,-7.218918235692551
