model,mse,r_squared,aic,bic
Basic Single-Stage,0.031263397968775114,0.32848346179394605,-99.95825821714111,-97.15586345381679
Basic Two-Stage,0.031329657526477275,0.32706025153203977,-99.89474561354055,-97.09235085021623
Weber Single-Stage,0.028454495474876114,0.38881677811309057,-102.78241923505196,-99.98002447172765
Weber Two-Stage,0.02845627199034578,0.3887786197683242,-102.78054635251678,-99.97815158919246
Linear Regression,0.02655243815706434,0.4296716764450679,-104.85788126711122,-102.05548650378691
