model,mse,r_squared,aic,bic
Basic Single-Stage,0.005704799411255472,0.8269450584704963,-150.9881654243703,-148.18577066104598
Basic Two-Stage,0.007365010263649818,0.7765826055118703,-143.32637202735515,-140.52397726403083
Weber Single-Stage,0.006653893653764267,0.7981543093480478,-146.37208421488782,-143.5696894515635
Weber Two-Stage,0.008512231917585381,0.7417816665250413,-138.9840088908463,-136.18161412752198
Linear Regression,0.0074689264652112435,0.7734303102445379,-142.90610371701268,-140.10370895368837
