range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,43.86519696719697,0.15664802647488635,0.2119402985074619,,-0.009905375748267942,0.09379755851339078
medium,43.64564618742159,0.07383282861432965,,-0.27975958772423665,0.05601386239560853,0.09685955351392779
long,38.51538111750412,0.0650346928393076,,,-0.050936976754953935,0.0854984353538326
