range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,34.66779859951197,0.4113567938252203,,,0.018259271894405293,0.23521755130669833
medium,61.15231101530588,0.27041199860468385,,-2.7431192660550496,0.20044847785184047,0.23520721737985426
long,46.911748515694214,0.10557465603205957,,,0.251738767534157,0.23521755130669839
