range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(stimulus),0.0,-284.97797258089344,0.05785706388061197,0.7548920084289952,0.0790948644867684,0.05323354103693623
long,Equal,0.0,-275.33477327077185,0.0637142056373616,0.7027531668741305,0.06676708021173308,0.039449999999999985
long,Bayes(range),0.0,-275.1095000263701,0.06385789848558385,0.7014109102295429,0.06667521158760867,0.03929601576573761
long,EmpiricalLinear,3.0,-255.89796539749375,0.0728771848429158,0.6111090231655183,0.05566090555668519,0.017691285354509076
long,LLM(Combined),,,0.0,1.0,0.06611038496333235,0.048949999999999994
medium,EmpiricalLinear,3.0,-263.578115989884,0.06748964096888191,0.7738319997125719,0.07793148531040316,0.03347210104775284
medium,Bayes(stimulus),0.0,-256.400549511531,0.076995715987696,0.7056323733935369,0.09371962898199618,0.07265376276546466
medium,Bayes(range),0.0,-253.3745917951233,0.079361182312095,0.6872673815906867,0.09955522662396825,0.06884182796998982
medium,Equal,0.0,-252.125651641971,0.08035857141587326,0.6793573143773051,0.10070199104287858,0.07042999999999999
medium,LLM(Combined),,,0.0,1.0,0.06496114992824556,0.027329999999999986
short,EmpiricalLinear,3.0,-251.99232329524392,0.07577982118609873,0.6467069121423377,0.07164803558791373,0.02046661359773764
short,Bayes(range),0.0,-231.27351338780704,0.09899012968899495,0.3971465165306193,0.0927612328308624,0.07491821173950963
short,Bayes(stimulus),0.0,-222.01238297457172,0.10859566061468653,0.27447408189145983,0.10246372445558567,0.0789013404044641
short,Equal,0.0,-220.78330758176907,0.10993861923819127,0.25641855394587565,0.10302370115657854,0.08665
short,LLM(Combined),,,0.0,1.0,0.05114589915134937,-0.004649999999999998
