model,mse,r_squared,aic,bic
Basic Single-Stage,0.0009688933333333544,0.9801502220660953,-204.1497337444768,-201.3473389811525
Basic Two-Stage,0.0009693818713821801,0.9801402133567277,-204.13462646305726,-201.33223169973294
Weber Single-Stage,0.0009424608642821039,0.9806917457022493,-204.97867019942618,-202.17627543610186
Weber Two-Stage,0.0009429768420368005,0.9806811748339223,-204.96226771581075,-202.15987295248644
Linear Regression,0.0007714236326763414,0.9841957960956234,-210.9793223436797,-208.1769275803554
