range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9258893280632411,0.07411067193675891
short,1,0.9526315789473684,0.047368421052631615
short,2,0.12918660287081343,0.8708133971291866
short,3,0.7554744525547448,0.24452554744525523
short,4,0.0008926977325477593,0.9991073022674523
short,5,0.004143397586020535,0.9958566024139794
short,6,0.00538998097653773,0.9946100190234622
short,7,0.2799461641991924,0.7200538358008076
short,8,0.47102803738317756,0.5289719626168224
short,9,0.19490196078431374,0.8050980392156862
medium,0,0.14529914529914506,0.854700854700855
medium,1,0.3435448577680524,0.6564551422319476
medium,2,0.4288681204569054,0.5711318795430946
medium,3,0.8979591836734693,0.10204081632653073
medium,4,0.6831325301204819,0.3168674698795181
medium,5,0.09539473684210502,0.904605263157895
medium,6,0.7457466918714556,0.2542533081285444
medium,7,0.06981818181818182,0.9301818181818182
medium,8,0.1640243902439025,0.8359756097560975
medium,9,0.42940461725394896,0.570595382746051
long,0,0.9977827050997783,0.0022172949002217113
long,1,0.3602287166454892,0.6397712833545108
long,2,0.17032967032967034,0.8296703296703296
long,3,0.043062200956937725,0.9569377990430623
long,4,0.12499999999999993,0.8750000000000001
long,5,0.8314606741573035,0.16853932584269649
long,6,0.2977346278317151,0.7022653721682849
long,7,0.5768667642752562,0.4231332357247438
long,8,0.5839833593343732,0.4160166406656268
long,9,0.23393574297188754,0.7660642570281124
