model,mse,r_squared,aic,bic
Basic Single-Stage,0.002178600000000019,0.954907106901576,-179.85841715765966,-177.05602239433534
Basic Two-Stage,0.0021786604499308177,0.9549058557025182,-179.85758513674926,-177.05519037342495
Weber Single-Stage,0.0021965851634197417,0.9545348480879143,-179.611885234134,-176.8094904708097
Weber Two-Stage,0.0021966496755562747,0.9545335128088929,-179.61100456942916,-176.80860980610484
Linear Regression,0.0021636752724412986,0.9552160204902699,-180.06454755235274,-177.26215278902842
