model,mse,r_squared,aic,bic
Basic Single-Stage,0.003317584427760619,0.9141712406829102,-167.24650892476618,-164.44411416144186
Basic Two-Stage,0.0033205474126373567,0.9140945857186182,-167.21973549485892,-164.4173407315346
Weber Single-Stage,0.003167665474756967,0.91804977279403,-168.63334296840395,-165.83094820507964
Weber Two-Stage,0.00316798686587921,0.9180414581295872,-168.63030028535434,-165.82790552203002
Linear Regression,0.002863970059893292,0.9259066340844095,-171.65592137507193,-168.8535266117476
