range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-204.3762414115368,0.12199656210063001,-0.11864441009849758,0.3112837184781133,-0.29618153885030535
long,Bayes(stimulus),0.0,-179.96096588384856,0.1653634237732106,-1.0553026554644416,0.17974293506751882,-0.155496468584683
long,Equal,0.0,-172.52227002997932,0.17813337699600265,-1.3849950092599275,0.16603759514037778,-0.13615
long,Bayes(range),0.0,-166.27502647235983,0.18961676601198713,-1.7024044207768623,0.15440719391843818,-0.12594470315100897
long,LLM(Combined),,,0.0,1.0,0.29841880470238463,-0.26245
medium,EmpiricalLinear,3.0,-225.58645831191538,0.09868082932505438,-0.5930248585404678,0.24581028395526067,-0.20821628617497687
medium,Bayes(stimulus),0.0,-211.70791236353693,0.12038273857896024,-1.3707480889030763,0.21899756135344317,-0.16792700863090254
medium,Equal,0.0,-181.942598023812,0.1621187836125105,-3.299556343696219,0.17949660442470772,-0.12557000000000001
medium,Bayes(range),0.0,-174.24562670110217,0.17508980469011695,-4.015089501184932,0.16976531048694984,-0.11352123453483923
medium,LLM(Combined),,,0.0,1.0,0.30648972413443165,-0.25466999999999995
short,Bayes(range),0.0,-243.4748626484311,0.08761976956381642,0.4750257099004177,0.09758676402114705,-0.032501354007643826
short,EmpiricalLinear,3.0,-236.66288926571383,0.08833411499340643,0.4664308074625033,0.0994449685284447,-0.03677217497471849
short,Equal,0.0,-235.08130108477974,0.09529165755720696,0.37906865426695846,0.10503991146226276,-0.04834999999999999
short,Bayes(stimulus),0.0,-231.06460661529334,0.09919714293111047,0.3271284760875848,0.08297414972307592,-0.044171589289926275
short,LLM(Combined),,,0.0,1.0,0.12122385491313167,-0.024049999999999995
