range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-182.3472755532812,0.16146405099555913,0.4521133203619594,0.2364794190991156,-0.20218302937037896
long,EmpiricalLinear,2.0,-175.96361282305497,0.1653590467618422,0.42536116455142226,0.24107309077111788,-0.20587901626009
long,Equal,0.0,-164.62725355669468,0.192767103651012,0.21908296381136516,0.2645868412071923,-0.214206
long,Combo_Oracle,0.0,-161.33139074642398,0.19922630138607647,0.1658725797752233,0.15321164444065957,-0.09836714460433747
long,LLM(Combined),,,0.0,1.0,0.2912072020743992,-0.21205599999999997
medium,Equal,0.0,-198.8987929771623,0.1368338408435574,0.3564923013472643,0.1997651712386321,-0.11337000000000001
medium,EmpiricalLinear,2.0,-185.062816478414,0.15097694064241954,0.21659208806211605,0.21989191328074198,-0.15347179172938602
medium,Combo_NonOracle,0.0,-176.76199979702568,0.17073886448247788,-0.0019164092922032694,0.2380176497604242,-0.17127123761701948
medium,Combo_Oracle,0.0,-160.13620735160367,0.2016217072907109,-0.3971443789806539,0.1770342163291329,-0.06400276007692306
medium,LLM(Combined),,,0.0,1.0,0.21918058682282973,-0.16207000000000002
short,Combo_NonOracle,0.0,-206.901049170107,0.1263107053755977,0.45873345630956397,0.08546661462735486,0.0503376471172938
short,EmpiricalLinear,2.0,-199.599657266849,0.13055031477459844,0.421788520854676,0.10848503822076916,0.06408084746531667
short,Combo_Oracle,0.0,-172.87983228777247,0.17749757663976312,-0.06884743381365266,0.1749802189711292,0.16236990468126072
short,Equal,0.0,-172.760771872137,0.17770903184700548,-0.07139561487906776,0.1841493593255214,0.095044
short,LLM(Combined),,,0.0,1.0,0.10179046389519993,0.04054400000000002
