model,mse,r_squared,aic,bic
Basic Single-Stage,0.006683679827528221,0.8852911074043031,-146.23810891211045,-143.43571414878613
Basic Two-Stage,0.006742007147418202,0.8842900627035833,-145.97747867762746,-143.17508391430314
Weber Single-Stage,0.006318002138168848,0.8915670637450902,-147.9258191845844,-145.1234244212601
Weber Two-Stage,0.0071217786643361525,0.8777722205463899,-144.33372103536902,-141.5313262720447
Linear Regression,0.018756552588582484,0.6780899995407261,-115.28476408836087,-112.48236932503656
