range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(stimulus),0.0,-279.9987278598541,0.060810836211135734,0.8874966595223823,0.09691787167812922,-0.033106810433716036
long,Equal,0.0,-267.35306407884883,0.06900815169239065,0.8551213942541717,0.07783485427493264,-0.02960599999999998
long,Bayes(range),0.0,-265.1243928721991,0.07056338261889986,0.8485175746150486,0.08161317178244185,-0.03956364123754617
long,EmpiricalLinear,3.0,-255.5862989426925,0.07310467289915344,0.8374100328176348,0.08396018826098535,-0.04409434884180754
long,LLM(Combined),,,0.0,1.0,0.09318520558543615,-0.026255999999999995
medium,Bayes(stimulus),0.0,-276.74152322449913,0.06282418096717302,0.8938897270083852,0.09101173989530364,-0.02609912623313723
medium,Bayes(range),0.0,-274.89111650822616,0.06399750599535538,0.8898892146030339,0.08448028106541275,-0.009541436348447417
medium,EmpiricalLinear,3.0,-274.0362411773154,0.06078802832735521,0.9006564042389682,0.08591116901432494,-0.023449423492790677
medium,Equal,0.0,-271.3754096423279,0.06628748939279568,0.8818681780298957,0.08460235156306235,-0.004645000000000007
medium,LLM(Combined),,,0.0,1.0,0.08726033256869929,-0.036070000000000005
short,EmpiricalLinear,3.0,-254.33834457010488,0.07402270224060382,-0.0894573644384058,0.07658015739543973,-0.0544382276654005
short,Bayes(range),0.0,-247.97804498286573,0.08376161344420903,-0.39498788866694934,0.05867531803656588,-0.02639408185742699
short,Equal,0.0,-246.91842064465,0.08465389093243146,-0.42486663525163904,0.05805330559063798,-0.024880999999999983
short,Bayes(stimulus),0.0,-244.21038530660434,0.08697767059202308,-0.504166503947652,0.060417007279897,-0.027663804240581662
short,LLM(Combined),,,0.0,1.0,0.10486142541468715,-0.059656
