range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,50.71536662745938,0.20899132176366977,,,0.118933701401036,0.23521755130669833
medium,33.54814100632375,0.21951762348627027,,-0.34426229508196715,0.14434619918045505,0.23520721737985426
long,37.586052451816066,0.22395507615325475,,,-0.253320379666926,0.23521755130669839
