range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,-3.246265963349078,0.026600509916808346,,,-0.08762558938377323,0.23521755130669833
medium,-3.9654326124168477,0.0191555088938654,,3.044444444444447,-0.1814093412166896,0.23520721737985426
long,-1.8322107972298227,0.04182771922648342,,,-0.49030483297897026,0.23521755130669839
