range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,42.49332665018662,0.14415314738826407,-3.5833333333333304,,0.5809650481022306,0.3255850288075226
medium,26.586234297308607,0.16764586813204002,,2.1496062992125995,0.005445606678283427,0.30012900007499527
long,36.87789278725402,0.09396156899489215,,,0.11128031894039905,0.2983405572191832
