model,mse,r_squared,aic,bic
Basic Single-Stage,0.009474048888888904,0.8112776190921804,-135.77280104749295,-132.97040628416863
Basic Two-Stage,0.009473593388436338,0.8112866926288405,-135.77424329251053,-132.97184852918622
Weber Single-Stage,0.009473741477878002,0.8112837426976816,-135.77377439127667,-132.97137962795236
Weber Two-Stage,0.009473825443269263,0.8112820701130519,-135.7735085317192,-132.97111376839487
Linear Regression,0.009463214194675064,0.8114934454313121,-135.80712559966165,-133.00473083633733
