range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.5700934579439251,0.4299065420560749
short,1,0.1567398119122258,0.8432601880877741
short,2,0.3055555555555557,0.6944444444444443
short,3,0.0412213740458016,0.9587786259541984
short,4,0.07894736842105267,0.9210526315789473
short,5,0.05673758865248235,0.9432624113475176
short,6,0.14285714285714296,0.857142857142857
short,7,0.20948616600790518,0.7905138339920948
short,8,0.09326424870466316,0.9067357512953369
short,9,0.16535433070866154,0.8346456692913384
medium,0,0.8999999999999999,0.10000000000000009
medium,1,0.40506329113924167,0.5949367088607583
medium,2,0.12307692307692353,0.8769230769230765
medium,3,0.13114754098360654,0.8688524590163935
medium,4,0.4074074074074074,0.5925925925925926
medium,5,0.15686274509803952,0.8431372549019605
medium,6,0.053571428571428686,0.9464285714285713
medium,7,0.28813559322033894,0.7118644067796611
medium,8,0.4999999999999992,0.5000000000000008
medium,9,0.12105263157894677,0.8789473684210533
long,0,0.5945945945945945,0.4054054054054055
long,1,0.03888888888888888,0.9611111111111111
long,2,0.14400000000000038,0.8559999999999997
long,3,0.4252873563218391,0.5747126436781609
long,4,0.2590673575129531,0.7409326424870468
long,5,0.13872832369942217,0.8612716763005779
long,6,0.1787439613526573,0.8212560386473426
long,7,0.16666666666666666,0.8333333333333334
long,8,0.10526315789473698,0.894736842105263
long,9,0.19230769230769235,0.8076923076923077
