model,mse,r_squared,aic,bic
Basic Single-Stage,2.4112263868954247,0.7248131618128246,30.404077210812304,33.20647197413661
Basic Two-Stage,2.21148103080779,0.7476095666975193,27.80988678855903,30.612281551883342
Weber Single-Stage,1.7346907526452893,0.8020243698197004,20.524892002998484,23.327286766322796
Weber Two-Stage,1.4913207878972607,0.8297995349691514,15.989884980481945,18.792279743806255
Linear Regression,2.403280604197948,0.7257199928052709,30.30505415455052,33.10744891787483
