model,mse,r_squared,aic,bic
Basic Single-Stage,1.7131174008999996,0.7065053712487417,20.14946007952937,22.95185484285368
Basic Two-Stage,1.713176682796057,0.7064952149581887,20.150498201652187,22.9528929649765
Weber Single-Stage,1.7065960665184408,0.7076226190288839,20.035041046446228,22.83743580977054
Weber Two-Stage,1.7066708539535331,0.7076098062990114,20.03635569413758,22.83875045746189
Linear Regression,1.7018892804494816,0.7084289948378011,19.952186890072316,22.754581653396627
