range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-55.042786678422665,0.5075027317521885,0.7126876795215007,0.7253020163255963,-0.4443155878795856
long,Bayes(range),0.0,-54.11454071239548,0.548113621740234,0.6648658597941235,0.8042022893064711,-0.5511489977333468
long,Equal,0.0,-46.23052026400577,0.5982943348479167,0.6006926885328479,0.8143832826815091,-0.5378888888888886
long,Bayes(stimulus),0.0,-37.79614973577168,0.6570749293474163,0.5183769371639545,0.8460871390253654,-0.588055522032293
long,LLM(Combined),,,0.0,1.0,0.8185375427485831,-0.48044444444444445
medium,EmpiricalLinear,3.0,-78.84678150377223,0.3895581944626389,0.8689646650395441,0.7457387024794268,-0.14696655821299062
medium,Bayes(range),0.0,-46.92914376199333,0.5936680639639431,0.69567957028808,0.8485093529600961,-0.4578892321324165
medium,Bayes(stimulus),0.0,-42.558808379192875,0.6232075630556446,0.6646416185220643,0.8322647621602016,-0.43209364833742764
medium,Equal,0.0,-36.32992643933098,0.6678672522789739,0.6148552051426066,0.893842180949436,-0.5251111111111109
medium,LLM(Combined),,,0.0,1.0,0.7844582136027953,-0.07155555555555539
short,Bayes(range),0.0,-88.15306430353233,0.3755068775380883,0.8842719557757436,0.5263329363633937,-0.2894234122321538
short,EmpiricalLinear,3.0,-87.12742294153894,0.3553155028433486,0.8963829709715789,0.45831614955114197,-0.11332896501852988
short,Equal,0.0,-83.96184260759753,0.39340747888727845,0.8729753385622041,0.546172499205964,-0.32005555555555537
short,Bayes(stimulus),0.0,-63.10734459496864,0.4959933707728199,0.7980915167893827,0.576697489079366,-0.318244423014964
short,LLM(Combined),,,0.0,1.0,0.4286988051715977,-0.15261111111111098
