range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(range),0.0,-241.90265192789613,0.08900822308166428,0.5515559465931503,0.12827962334079182,-0.10398586624517049
long,EmpiricalLinear,3.0,-241.55992469608992,0.08411257094355133,0.5995301524046585,0.1567420545160751,-0.13460258290190097
long,Equal,0.0,-240.7760457690069,0.0900166651237425,0.5413368533545864,0.13048404707089675,-0.106456
long,Bayes(stimulus),0.0,-222.2967508247006,0.10828728813313981,0.3362524016430112,0.1669764596186626,-0.14574330776401648
long,LLM(Combined),,,0.0,1.0,0.15444747501982672,-0.12925599999999998
medium,Bayes(range),0.0,-245.2618513961637,0.07359570345168977,0.6050560959871768,0.11602486342164138,-0.033777715752798185
medium,EmpiricalLinear,3.0,-243.93620060700962,0.07002550464367513,0.6424448910687576,0.12827643039901393,-0.06783234049409921
medium,Equal,0.0,-239.14513615175952,0.07854392997660743,0.5501624051811216,0.1255266403359962,-0.04232127659574469
medium,Bayes(stimulus),0.0,-229.26884054385948,0.08724541943261593,0.4449708880378508,0.13336550082676107,-0.05125645294038222
medium,LLM(Combined),,,0.0,1.0,0.09241499364856241,-0.055087234042553196
short,EmpiricalLinear,3.0,-255.85879534876784,0.05805924908273222,0.6411236826125206,0.08777736688370673,0.024328024963429905
short,Equal,0.0,-227.1377704210576,0.08467890117584087,0.23659957333977366,0.0941477261957297,0.060005217391304336
short,Bayes(range),0.0,-219.57465268325294,0.09193430735425344,0.10017679762405529,0.09316163463527248,0.06151434728511895
short,Bayes(stimulus),0.0,-207.8731036581016,0.10440369022253405,-0.16046933660811735,0.09712948444067553,0.06806082583173945
short,LLM(Combined),,,0.0,1.0,0.07561292160102978,0.0054943478260869715
