model,mse,r_squared,aic,bic
Basic Single-Stage,0.002753043004000018,0.9422373901135788,-172.8405579107684,-170.0381631474441
Basic Two-Stage,0.002753135885195758,0.9422354413389801,-172.83954616589645,-170.03715140257214
Weber Single-Stage,0.002791954899963057,0.941420965283604,-172.41965419023,-169.6172594269057
Weber Two-Stage,0.002792026570980451,0.941419461527574,-172.41888435934777,-169.61648959602346
Linear Regression,0.0027511500121082002,0.9422771076741132,-172.86118550548795,-170.05879074216364
