llm_model,model_pretty,ablation,ablation_pretty,modality,combo_model,prob,nrmse,w_img
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,Bayes(range),7.151938630483136e-07,0.3723659899010768,0.47424199532276184
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,Bayes(stimulus),5.120558686988291e-09,0.4222252147623416,0.44022214432428797
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.9998864853287182,0.4065942535016469,0.7499211028492694
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Inconsistent Prior,text_image,Bayes(range),0.0001135139003582,0.46390103365240754,0.6192946710165118
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Inconsistent Prior,text_image,Equal,7.70923597339118e-10,0.48487111242695635,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Inconsistent Prior,text_image,Bayes(stimulus),4.328817408210159e-23,0.5372146456520585,0.4888049609288245
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.999999187822573,0.546953504955746,0.4332801303498256
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Inconsistent Prior,text_image,Equal,8.121774268532745e-07,0.4360665193812584,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Inconsistent Prior,text_image,Bayes(range),3.8926690229834215e-21,0.3286826435218221,0.7582671723624115
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Inconsistent Prior,text_image,Bayes(stimulus),1.783705627886443e-21,0.3673387361290666,0.6998709590812427
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.999999996646046,0.7363616659694177,0.7394223601155444
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Inconsistent Prior,text_image,Bayes(range),3.2699154570453934e-09,0.49253536668209663,0.6850957416322402
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Inconsistent Prior,text_image,Equal,8.313050334482876e-11,0.5126502822637736,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Inconsistent Prior,text_image,Bayes(stimulus),9.078746519615385e-13,0.5304183164584232,0.501421747956826
GPT-5 Mini,GPT 5 Mini,base_6,Inconsistent Prior,text_image,Bayes(range),0.9356064064583952,0.010324085536109409,0.0032240299637026596
GPT-5 Mini,GPT 5 Mini,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.0643935935416049,0.01069782851733137,0.013294177811441632
GPT-5 Mini,GPT 5 Mini,base_6,Inconsistent Prior,text_image,Bayes(stimulus),5.920548916043972e-29,0.03848098186862293,0.1567598683253402
GPT-5 Mini,GPT 5 Mini,base_6,Inconsistent Prior,text_image,Equal,2.0395399776928738e-79,0.09486046008077031,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Inconsistent Prior,text_image,Bayes(range),0.9968589022596656,0.44728815346429535,0.3438628076229258
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.003063744872794,0.4946814915518231,0.27614057923746993
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Inconsistent Prior,text_image,Bayes(stimulus),6.469491543945987e-05,0.4356145281633421,0.42098642599574304
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Inconsistent Prior,text_image,Equal,1.265795210105618e-05,0.5091834762758775,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Inconsistent Prior,text_image,Bayes(stimulus),0.9999307998706304,0.6250929327613189,0.4282829991755247
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Inconsistent Prior,text_image,EmpiricalLinear,6.439449047018543e-05,0.6377981039171798,0.36215288712471383
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Inconsistent Prior,text_image,Equal,4.7958281187862105e-06,0.6045449424305531,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Inconsistent Prior,text_image,Bayes(range),9.81078087077424e-09,0.594068552231734,0.5762343547146184
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_6,Inconsistent Prior,text_image,Equal,0.7779815857885628,0.5455747945021935,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_6,Inconsistent Prior,text_image,Bayes(range),0.1176854625381646,0.5409401860399955,0.56063391292344
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.1043329407999779,0.5554341100560777,0.49158380585053457
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_6,Inconsistent Prior,text_image,Bayes(stimulus),1.0873294668780209e-08,0.5153681113857915,0.5213555622984016
gemma-3-4b-it,Gemma 3 4B it,base_6,Inconsistent Prior,text_image,EmpiricalLinear,1.0,2.6626702307361176,0.5311426105426601
gemma-3-4b-it,Gemma 3 4B it,base_6,Inconsistent Prior,text_image,Equal,3.1166122483850633e-30,1.5815311481350265,0.5
gemma-3-4b-it,Gemma 3 4B it,base_6,Inconsistent Prior,text_image,Bayes(range),6.53558320380065e-46,1.0362168327921955,0.15234709374357272
gemma-3-4b-it,Gemma 3 4B it,base_6,Inconsistent Prior,text_image,Bayes(stimulus),1.746519698663292e-48,1.3921012802513972,0.33240668415181235
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text_image,Bayes(range),0.9999999999731188,0.34271786065930226,0.535386985959818
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text_image,EmpiricalLinear,2.4341548803402196e-11,0.5455473056088597,0.5192088119937518
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text_image,Equal,2.539559431883763e-12,0.5327107968612521,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text_image,Bayes(stimulus),0.0,0.4293897675330563,0.44991279395733214
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal steer,text_image,EmpiricalLinear,1.0,0.4292180534098066,0.7775553583960875
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal steer,text_image,Bayes(range),7.897320757470353e-17,0.5551223040468432,0.6230470758698509
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal steer,text_image,Equal,2.2559222519571678e-24,0.6037502407554742,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal steer,text_image,Bayes(stimulus),0.0,0.6445946819290976,0.455151481935186
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal steer,text_image,EmpiricalLinear,1.0,0.27178742767187697,0.8337301111651038
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal steer,text_image,Bayes(range),1.141152568261717e-19,0.39771290410816523,0.7406976029337667
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal steer,text_image,Bayes(stimulus),9.065519790176312e-42,0.5757632078487714,0.5843146575215851
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal steer,text_image,Equal,1.6541321925333922e-55,0.6858014215272887,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal steer,text_image,EmpiricalLinear,0.9977525802580314,0.5487084245815096,0.9766682056728677
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal steer,text_image,Bayes(range),0.0022474197402745,0.4673341217295652,0.6847410624980578
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal steer,text_image,Equal,1.6940158208401365e-12,0.5221901800214691,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal steer,text_image,Bayes(stimulus),0.0,0.47788949211388243,0.6989353449471613
GPT-5 Mini,GPT 5 Mini,base_1,Verbal steer,text_image,EmpiricalLinear,0.7892890909873601,0.01571971060304876,-0.011206232749783452
GPT-5 Mini,GPT 5 Mini,base_1,Verbal steer,text_image,Bayes(range),0.2107109090126399,0.01472774354212137,0.011793998027740013
GPT-5 Mini,GPT 5 Mini,base_1,Verbal steer,text_image,Bayes(stimulus),9.405746956354951e-29,0.03398181415315162,0.15759981866210515
GPT-5 Mini,GPT 5 Mini,base_1,Verbal steer,text_image,Equal,5.073498952162518e-87,0.09558889951172518,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal steer,text_image,EmpiricalLinear,0.9999999994757937,1.569567721623264,0.48347054665307704
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal steer,text_image,Equal,5.242046994526276e-10,1.0466115200345085,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal steer,text_image,Bayes(stimulus),1.7059111485009088e-15,1.4914806355421109,0.16070378351644923
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal steer,text_image,Bayes(range),3.3043288653074376e-38,0.7016009163361565,0.048744515732446626
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal steer,text_image,EmpiricalLinear,1.0,0.5876192654361864,0.5877007880149759
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal steer,text_image,Equal,2.295694834163404e-38,0.6704999387910386,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal steer,text_image,Bayes(stimulus),5.648981188600745e-40,0.5608177154720898,0.6645090617764791
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal steer,text_image,Bayes(range),4.3707059534057503e-48,0.7420470783003796,0.4110298883134467
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text_image,Bayes(range),0.9298941987400394,0.23013494909715942,0.6993896122627032
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text_image,EmpiricalLinear,0.069798177114748,0.23194407695465233,0.7285655408278697
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text_image,Bayes(stimulus),0.0003069125334302,0.2552652331392751,0.7538677981478872
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text_image,Equal,7.116117823856416e-07,0.2726119397891254,0.5
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text_image,EmpiricalLinear,1.0,3.2610795943112167,0.2876136147067506
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text_image,Equal,5.764837745710457e-37,1.7781471784639071,0.5
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text_image,Bayes(stimulus),7.028213007181778e-48,1.6232612879761634,0.24852556812890617
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text_image,Bayes(range),2.98761438181482e-49,1.2807824542583486,0.17557101650748383
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text_image,Bayes(range),0.9999749515172311,0.3939233118660239,0.4214571749873132
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text_image,EmpiricalLinear,2.4649433727228863e-05,0.502895303364288,0.3377801055868849
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text_image,Equal,3.175938187501094e-07,0.5017212144904658,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text_image,Bayes(stimulus),8.14552226712516e-08,0.4511978152618906,0.42359001651369327
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,EmpiricalLinear,0.987670304311167,0.46832111128146825,0.6356376621355377
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,Bayes(range),0.0123278461362129,0.5103470924368213,0.635079739824045
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,Equal,1.849552620063236e-06,0.5375027017457936,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,Bayes(stimulus),0.0,0.5595203631854297,0.686501725624644
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,EmpiricalLinear,0.999950697112109,0.34179693907155695,0.8621181204375337
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,Bayes(range),4.9302887891027327e-05,0.34167378808513577,0.7034787679812039
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,Bayes(stimulus),7.906885029041073e-30,0.4864772711977947,0.6644195238297151
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,Equal,2.4750817655934527e-31,0.5799594433560811,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,Bayes(stimulus),0.7804340901695223,0.38384118536993556,0.7517532753998796
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,EmpiricalLinear,0.1648463626739629,0.4007627869404429,0.9539768731699955
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,Bayes(range),0.0547195471565149,0.4301930759295586,0.7551572947442383
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,Equal,5.483289050381722e-17,0.5477889205809776,0.5
GPT-5 Mini,GPT 5 Mini,base_8,Reverse Order,text_image,Bayes(range),0.8279563958124515,0.017292479877229983,0.009112274801658797
GPT-5 Mini,GPT 5 Mini,base_8,Reverse Order,text_image,EmpiricalLinear,0.1720436041875484,0.017190057724641612,0.0036079947480047083
GPT-5 Mini,GPT 5 Mini,base_8,Reverse Order,text_image,Bayes(stimulus),7.247677505487274e-27,0.03670127332237958,0.13254111413338096
GPT-5 Mini,GPT 5 Mini,base_8,Reverse Order,text_image,Equal,4.5481382168107845e-90,0.10171240789744014,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,EmpiricalLinear,1.0,2.142207881445716,0.31423200611486446
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,Equal,1.028925604759059e-36,1.0896953048720561,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,Bayes(stimulus),5.259862637828905e-49,1.112922623919229,0.38565335289746944
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,Bayes(range),1.6128499809781646e-60,0.5284186598147507,0.08478949999338799
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,EmpiricalLinear,1.0,0.42598122747053563,0.7450309667796283
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,Bayes(range),4.612494019787538e-24,0.6544396685671913,0.5964210586841571
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,Bayes(stimulus),1.1998426419437736e-24,0.675452449210366,0.5841664502311842
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,Equal,2.2019788051064132e-25,0.6713030713460945,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_8,Reverse Order,text_image,Bayes(range),0.9974907950362144,0.25321108074737525,0.6185120940815035
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_8,Reverse Order,text_image,EmpiricalLinear,0.0014828175511347,0.2632656833294547,0.5570737052738203
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_8,Reverse Order,text_image,Equal,0.0010263871626603,0.26737340496002654,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_8,Reverse Order,text_image,Bayes(stimulus),2.499907755709035e-10,0.3015712113339739,0.6402337973811937
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text_image,EmpiricalLinear,1.0,3.278528968205698,0.254891161402459
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text_image,Equal,1.7543558363493117e-42,1.920918320120753,0.5
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text_image,Bayes(stimulus),3.648991325939702e-48,1.930770263454881,0.46781383467624144
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text_image,Bayes(range),1.261142283970535e-52,1.5134645118924952,0.23147910655303816
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(range),0.996214362326912,0.20236134362491198,0.7267168313133814
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,EmpiricalLinear,0.0037770375174541,0.3309542378614058,0.8549127132477504
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(stimulus),8.600155633839962e-06,0.1861509031002035,0.7047985619985583
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Equal,1.1728333089101955e-17,0.36719649684878236,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,EmpiricalLinear,0.9999999999915894,0.45687260600652735,0.9508510831112452
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(range),8.410681735093038e-12,0.5237942849307027,0.6601297978442829
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Equal,1.335919588577867e-21,0.5882010586012285,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(stimulus),0.0,0.5159831415276925,0.731104242750646
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,EmpiricalLinear,0.999999295819008,0.28952145697043313,0.9018121123481109
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(range),7.041809918115647e-07,0.3387385623670479,0.7109813579902641
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(stimulus),3.655109623215663e-17,0.3952190277086222,0.6467829824703789
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Equal,2.424135520421945e-33,0.5557526429489295,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(stimulus),0.9492954000428724,0.49893713788247773,0.7149244312352268
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,EmpiricalLinear,0.0378469321375065,0.5481815685870093,0.9275228624867818
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(range),0.0128576678196209,0.4736805069849022,0.7500345496844937
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Equal,3.098753264121735e-46,0.684476648704464,0.5
GPT-5 Mini,GPT 5 Mini,base,Base,text_image,EmpiricalLinear,0.868648907709023,0.018047818431866935,-0.04475790989518739
GPT-5 Mini,GPT 5 Mini,base,Base,text_image,Bayes(range),0.1313510922909769,0.005270333761065959,0.0008933984323111389
GPT-5 Mini,GPT 5 Mini,base,Base,text_image,Bayes(stimulus),1.6390033580596391e-28,0.06280404270116738,0.22776397562742653
GPT-5 Mini,GPT 5 Mini,base,Base,text_image,Equal,3.659824740923783e-43,0.09769083577150622,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,EmpiricalLinear,1.0,1.7497686739592915,0.7000493882638902
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Equal,7.839221938792768e-29,0.9087827227386657,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(stimulus),1.2796998627959054e-39,1.5164636273623548,0.47150613549847764
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(range),2.1726696349883444e-58,0.6976481075823013,0.056128348957604025
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,EmpiricalLinear,1.0,0.5251888647233686,0.7479671918343128
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(stimulus),4.0534140510129337e-19,0.6241657600199869,0.6980469208607982
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Equal,6.022594835455715e-35,0.7580507616628922,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(range),2.154058528960308e-39,0.7882234725859495,0.507744827450396
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,EmpiricalLinear,0.6389290088382023,0.22027628130245216,0.5999381538494437
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(range),0.3592842405456151,0.2178910889493473,0.6440039583821499
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Equal,0.0017867506071031,0.23345933992263512,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(stimulus),9.079645121142398e-12,0.29788893838022107,0.7055111038502332
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,EmpiricalLinear,1.0,3.682026825051464,0.20549608575439227
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Equal,2.8878339342947998e-58,1.9446314994307292,0.5
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(stimulus),1.6123841160304538e-64,2.045784999343009,0.37740538947746616
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(range),3.6959905845365994e-72,1.303261664953064,0.1444946354212926
