model,mse,r_squared,aic,bic
Basic Single-Stage,1.8786269676538303,0.6106137603713131,22.916251178965204,25.718645942289516
Basic Two-Stage,1.9098212763172926,0.6041480624134841,23.41030566042008,26.21270042374439
Weber Single-Stage,1.8709285392213681,0.6122094268607124,22.793061614823444,25.595456378147755
Weber Two-Stage,1.871953391557965,0.6119970039559031,22.80949042823838,25.611885191562692
Linear Regression,1.7584708165774667,0.6355187322691205,20.933354375075858,23.73574913840017
