range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.45106382978723364,0.5489361702127664
short,1,0.3031358885017419,0.6968641114982581
short,2,0.19916434540389985,0.8008356545961002
short,3,0.631868131868132,0.36813186813186805
short,4,0.06422018348623856,0.9357798165137614
short,5,0.04643449419568824,0.9535655058043118
short,6,0.09652509652509654,0.9034749034749034
short,7,0.08914728682170539,0.9108527131782946
short,8,0.1383177570093457,0.8616822429906543
short,9,0.103887399463807,0.896112600536193
medium,0,0.999507631708518,0.000492368291482026
medium,1,0.9428789032749428,0.05712109672505716
medium,2,0.5,0.5
medium,3,0.7695852534562212,0.2304147465437788
medium,4,0.9968847352024922,0.0031152647975077885
medium,5,0.1515837104072397,0.8484162895927603
medium,6,0.4318181818181817,0.5681818181818183
medium,7,0.1053169734151331,0.8946830265848669
medium,8,0.6710526315789475,0.32894736842105254
medium,9,0.2562929061784898,0.7437070938215102
long,0,0.3170731707317074,0.6829268292682926
long,1,0.24637681159420297,0.753623188405797
long,2,0.04615384615384604,0.953846153846154
long,3,0.3148148148148149,0.6851851851851851
long,4,0.1489361702127661,0.8510638297872339
long,5,0.15999999999999998,0.8400000000000001
long,6,0.07317073170731721,0.9268292682926828
long,7,0.1454545454545454,0.8545454545454546
long,8,0.1333333333333333,0.8666666666666667
long,9,0.09615384615384613,0.9038461538461539
