model,mse,r_squared,aic,bic
Basic Single-Stage,0.007600294026222225,0.8212743859941394,-142.38310338726134,-139.58070862393703
Basic Two-Stage,0.007601593816036836,0.821243820632866,-142.37797394998347,-139.57557918665916
Weber Single-Stage,0.00789506373427244,0.8143426940254026,-141.24172715501496,-138.43933239169064
Weber Two-Stage,0.007896804607603431,0.814301756312478,-141.2351136770486,-138.43271891372427
Linear Regression,0.007101518261102167,0.8330034065510763,-144.41917619474978,-141.61678143142547
